,Unnamed: 0,address,attributes,business_id,categories,city,hours,is_open,latitude,longitude,name,postal_code,review_count,stars,state
867,6775,13803 N 19th Ave,"{u'GoodForKids': u'True', u'RestaurantsAttire': u'u'casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'True', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsDelivery': u'False', u'RestaurantsGoodForGroups': u'True'}",E1SXF31D-63sBzvCguc0LQ,"Restaurants, Burgers, Hot Dogs",Phoenix,,0,33.612162,-112.099112,Keep It Simple,85023.0,7,2.5,AZ
877,6835,10810 N Tatum Blvd,"{u'Alcohol': u'u'beer_and_wine'', u'GoodForKids': u'True', u'RestaurantsAttire': u''casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'True', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'2', u'RestaurantsDelivery': u'False', u'RestaurantsTakeOut': u'True', u'RestaurantsGoodForGroups': u'True', u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}'}",LsaSrbOcV7M24Yc8nemdsA,"Sandwiches, Burgers, Restaurants, Breakfast & Brunch, Vegetarian",Phoenix,"{u'Monday': u'6:30-20:30', u'Tuesday': u'6:30-20:30', u'Friday': u'6:30-20:30', u'Wednesday': u'6:30-20:30', u'Thursday': u'6:30-20:30', u'Sunday': u'7:0-19:0', u'Saturday': u'6:30-22:0'}",0,33.5839581,-111.9788671,Soma Cafe,85034.0,13,3.5,AZ
1008,7793,1617 N Granite Reef Rd,"{u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}', u'GoodForMeal': u'{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}', u'Alcohol': u''none'', u'Caters': u'True', u'HasTV': u'True', u'RestaurantsGoodForGroups': u'True', u'NoiseLevel': u'u'average'', u'WiFi': u''free'', u'RestaurantsAttire': u''casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'True', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'2', u'WheelchairAccessible': u'True', u'BikeParking': u'True', u'RestaurantsDelivery': u'False', u'Ambience': u'{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}', u'RestaurantsTakeOut': u'True', u'GoodForKids': u'True', u'DriveThru': u'False', u'RestaurantsTableService': u'False'}",88QR1e2mFNd6Gt3BI1PNpw,"Pizza, Chicken Wings, Restaurants, Burgers",Scottsdale,"{u'Monday': u'0:0-0:0', u'Tuesday': u'11:0-21:0', u'Friday': u'11:0-21:0', u'Wednesday': u'11:0-21:0', u'Thursday': u'11:0-21:0', u'Sunday': u'10:0-14:0', u'Saturday': u'11:0-21:0'}",1,33.4666648,-111.900125,Long Wong's,85257.0,39,3.5,AZ
1010,7803,1611 N 11th St,"{u'RestaurantsTableService': u'False', u'GoodForMeal': u'{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}', u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}', u'Caters': u'True', u'HasTV': u'False', u'GoodForKids': u'True', u'NoiseLevel': u'u'average'', u'WiFi': u'u'no'', u'RestaurantsAttire': u'u'casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'True', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'1', u'BikeParking': u'True', u'RestaurantsDelivery': u'True', u'Ambience': u'{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}', u'RestaurantsTakeOut': u'True', u'RestaurantsGoodForGroups': u'True', u'Alcohol': u'u'none''}",M95OX2nED7rjPxOURJtOCg,"Burgers, Delis, Sandwiches, Restaurants",Phoenix,"{u'Monday': u'9:0-14:0', u'Tuesday': u'9:0-14:0', u'Friday': u'9:0-14:0', u'Wednesday': u'9:0-14:0', u'Thursday': u'9:0-14:0', u'Saturday': u'9:0-14:0'}",1,33.4660663,-112.0582801,Ladybug House of Sandwiches,85006.0,109,3.5,AZ
1019,7873,1230 N 51st Ave,"{u'GoodForMeal': u'{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'brunch': True, 'breakfast': True}', u'Alcohol': u'u'none'', u'Caters': u'False', u'HasTV': u'False', u'RestaurantsGoodForGroups': u'True', u'NoiseLevel': u''average'', u'WiFi': u''free'', u'RestaurantsAttire': u'u'casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'False', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'1', u'BikeParking': u'True', u'RestaurantsDelivery': u'False', u'Ambience': u'{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}', u'RestaurantsTakeOut': u'True', u'GoodForKids': u'True', u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}'}",JDIbJyTbvmUqCDRHjGcGIQ,"Diners, Burgers, American (Traditional), Fast Food, American (New), Breakfast & Brunch, Restaurants",Phoenix,"{u'Monday': u'0:0-0:0', u'Tuesday': u'0:0-0:0', u'Friday': u'0:0-0:0', u'Wednesday': u'0:0-0:0', u'Thursday': u'0:0-0:0', u'Sunday': u'0:0-0:0', u'Saturday': u'0:0-0:0'}",1,33.46175,-112.16962,IHOP,85043.0,47,2.5,AZ
1069,8220,1932 E University Dr,"{u'GoodForMeal': u'{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}', u'Alcohol': u''none'', u'Caters': u'True', u'HasTV': u'True', u'GoodForKids': u'True', u'NoiseLevel': u''average'', u'WiFi': u'u'free'', u'RestaurantsAttire': u''casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'False', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'1', u'BikeParking': u'True', u'WheelchairAccessible': u'True', u'RestaurantsTableService': u'True', u'RestaurantsDelivery': u'True', u'Ambience': u'{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}', u'RestaurantsTakeOut': u'True', u'RestaurantsGoodForGroups': u'True', u'DriveThru': u'False', u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}'}",gp9ZESRRNLqWfgJtEzPThA,"Sandwiches, Delis, Burgers, Restaurants, Pizza",Tempe,"{u'Monday': u'10:0-5:0', u'Tuesday': u'10:0-5:0', u'Friday': u'10:0-5:0', u'Wednesday': u'10:0-5:0', u'Thursday': u'10:0-5:0', u'Sunday': u'10:0-5:0', u'Saturday': u'10:0-5:0'}",1,33.422542,-111.903543,Original Geno's Pizza & Cheesesteak,85281.0,185,3.0,AZ
1119,8492,1314 S Rural Road,"{u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}', u'Caters': u'False', u'HasTV': u'True', u'GoodForKids': u'True', u'NoiseLevel': u'u'quiet'', u'WiFi': u'u'free'', u'RestaurantsAttire': u'u'casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'True', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'1', u'RestaurantsDelivery': u'False', u'Ambience': u'{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}', u'RestaurantsTakeOut': u'True', u'RestaurantsGoodForGroups': u'True', u'Alcohol': u'u'none''}",q-9wprAg0B4_5o2ZWeR20g,"Restaurants, Burgers",Tempe,,0,33.4139365,-111.9267488,Wendy's Old Fashioned Hamburgers,85281.0,6,3.0,AZ
1175,8888,5618 E Thomas Rd,"{u'GoodForMeal': u'{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': True, 'breakfast': True}', u'Alcohol': u'u'none'', u'Caters': u'True', u'HasTV': u'False', u'RestaurantsGoodForGroups': u'True', u'NoiseLevel': u'u'average'', u'WiFi': u'u'no'', u'RestaurantsAttire': u'u'casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'True', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'2', u'BikeParking': u'True', u'RestaurantsDelivery': u'False', u'Ambience': u'{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}', u'RestaurantsTakeOut': u'True', u'GoodForKids': u'True', u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}'}",n8RVrpWpcd3HprzEnJ3RxA,"Breakfast & Brunch, American (Traditional), Comfort Food, Restaurants, Burgers",Phoenix,"{u'Monday': u'6:0-14:0', u'Tuesday': u'6:0-14:0', u'Friday': u'6:0-14:0', u'Wednesday': u'6:0-14:0', u'Thursday': u'6:0-14:0', u'Sunday': u'6:0-14:0', u'Saturday': u'6:0-14:0'}",1,33.4803042,-111.9602653,Ranch House Grille,85018.0,275,4.0,AZ
1198,9100,606 N 4th Ave,"{u'Alcohol': u'u'full_bar'', u'Caters': u'False', u'HasTV': u'False', u'GoodForKids': u'True', u'NoiseLevel': u'u'average'', u'WiFi': u'u'no'', u'RestaurantsAttire': u'u'casual'', u'RestaurantsReservations': u'True', u'OutdoorSeating': u'True', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'2', u'RestaurantsDelivery': u'False', u'Ambience': u'{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}', u'RestaurantsTakeOut': u'True', u'RestaurantsGoodForGroups': u'True', u'BusinessParking': u'{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}'}",RU2VtVZG8to-XVEHD-2qag,"Burgers, Restaurants, Breakfast & Brunch, American (Traditional)",Phoenix,"{u'Tuesday': u'7:0-21:0', u'Friday': u'7:0-22:0', u'Wednesday': u'7:0-21:0', u'Thursday': u'7:0-21:0', u'Sunday': u'9:0-15:0', u'Saturday': u'9:0-22:0'}",0,33.4549678,-112.0791022,Local Breeze,85003.0,154,4.0,AZ
1248,9404,"2 E Jefferson St, Ste 150","{u'Alcohol': u'u'full_bar'', u'HasTV': u'True', u'NoiseLevel': u'u'average'', u'RestaurantsAttire': u'u'casual'', u'BusinessAcceptsCreditCards': u'True', u'Music': u'{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}', u'Ambience': u'{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': True, 'upscale': False, 'casual': False}', u'RestaurantsGoodForGroups': u'True', u'Caters': u'False', u'WiFi': u'u'free'', u'RestaurantsReservations': u'True', u'BusinessAcceptsBitcoin': u'False', u'BikeParking': u'True', u'RestaurantsTakeOut': u'True', u'GoodForKids': u'False', u'GoodForDancing': u'False', u'OutdoorSeating': u'True', u'RestaurantsPriceRange2': u'2', u'RestaurantsDelivery': u'False', u'BestNights': u'{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}', u'GoodForMeal': u'{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}', u'BusinessParking': u'{'garage': True, 'street': True, 'validated': True, 'lot': True, 'valet': False}'}",yNPh5SO-7wr8HPpVCDPbXQ,"American (New), American (Traditional), Bars, Venues & Event Spaces, Event Planning & Services, Steakhouses, Gastropubs, Restaurants, Seafood, Burgers, Nightlife",Phoenix,"{u'Monday': u'0:0-0:0', u'Tuesday': u'11:0-21:0', u'Friday': u'11:0-22:0', u'Wednesday': u'11:0-21:0', u'Thursday': u'11:0-21:0', u'Sunday': u'12:0-21:0', u'Saturday': u'12:0-22:0'}",1,33.4473917315,-112.072831047,The Arrogant Butcher,85004.0,1972,4.0,AZ
1261,9563,4017 E Indian School Rd,"{u'GoodForDancing': u'False', u'Alcohol': u''full_bar'', u'HasTV': u'True', u'NoiseLevel': u''loud'', u'RestaurantsAttire': u''casual'', u'BusinessAcceptsCreditCards': u'True', u'Music': u'{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}', u'Ambience': u'{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}', u'RestaurantsGoodForGroups': u'True', u'Caters': u'True', u'WiFi': u''free'', u'RestaurantsReservations': u'True', u'BusinessAcceptsBitcoin': u'False', u'BikeParking': u'True', u'Smoking': u'u'outdoor'', u'GoodForKids': u'True', u'HappyHour': u'True', u'WheelchairAccessible': u'True', u'DogsAllowed': u'True', u'RestaurantsTableService': u'True', u'OutdoorSeating': u'True', u'RestaurantsPriceRange2': u'2', u'RestaurantsDelivery': u'False', u'BestNights': u'{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}', u'GoodForMeal': u'{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': False}', u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}', u'CoatCheck': u'False', u'RestaurantsTakeOut': u'True'}",Kr2EJ05h5BXHlytYBgShGw,"Breakfast & Brunch, Burgers, Gastropubs, Southern, Cocktail Bars, Restaurants, Sports Bars, Bars, Nightlife, American (New)",Phoenix,"{u'Monday': u'0:0-0:0', u'Tuesday': u'11:0-0:0', u'Friday': u'9:0-2:0', u'Wednesday': u'11:0-0:0', u'Thursday': u'11:0-2:0', u'Sunday': u'9:0-0:0', u'Saturday': u'9:0-2:0'}",1,33.4947659,-111.9946314,The Porch,85018.0,343,3.5,AZ
1272,9629,2801 N 15th Ave,"{u'Alcohol': u''full_bar'', u'HasTV': u'True', u'NoiseLevel': u'u'average'', u'RestaurantsAttire': u''casual'', u'BusinessAcceptsCreditCards': u'True', u'Music': u'{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}', u'Ambience': u'{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}', u'RestaurantsGoodForGroups': u'True', u'BYOBCorkage': u''yes_free'', u'Caters': u'False', u'WiFi': u'u'no'', u'RestaurantsReservations': u'False', u'BikeParking': u'True', u'Corkage': u'False', u'RestaurantsTakeOut': u'True', u'GoodForKids': u'True', u'HappyHour': u'True', u'WheelchairAccessible': u'True', u'RestaurantsTableService': u'False', u'OutdoorSeating': u'True', u'RestaurantsPriceRange2': u'1', u'RestaurantsDelivery': u'False', u'BestNights': u'{'monday': False, 'tuesday': True, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}', u'GoodForMeal': u'{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}', u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}', u'DriveThru': u'False'}",_c3ixq9jYKxhLUB0czi0ug,"Nightlife, Bars, Sports Bars, Dive Bars, Restaurants, Burgers, Sandwiches",Phoenix,"{u'Monday': u'11:0-22:0', u'Tuesday': u'11:0-22:0', u'Friday': u'11:0-23:0', u'Wednesday': u'11:0-22:0', u'Thursday': u'11:0-22:0', u'Sunday': u'11:0-21:0', u'Saturday': u'11:0-22:0'}",1,33.4798071,-112.0911877,Original Hamburger Works,85007.0,289,4.0,AZ
1329,10057,2302 W Bell Rd,"{u'GoodForMeal': u'{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}', u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}', u'Caters': u'False', u'HasTV': u'True', u'RestaurantsGoodForGroups': u'True', u'NoiseLevel': u''average'', u'WiFi': u''free'', u'RestaurantsAttire': u'u'casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'False', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'1', u'BikeParking': u'True', u'RestaurantsDelivery': u'False', u'Ambience': u'{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}', u'RestaurantsTakeOut': u'True', u'GoodForKids': u'True', u'Alcohol': u''full_bar''}",4670Yw1xIefONEViw5NDFQ,"Burgers, Restaurants",Phoenix,"{u'Monday': u'8:0-21:0', u'Tuesday': u'8:0-21:0', u'Friday': u'8:0-21:0', u'Wednesday': u'8:0-21:0', u'Thursday': u'8:0-21:0', u'Saturday': u'8:0-21:0'}",1,33.6404025,-112.1087831,Burger Mania,85023.0,91,4.0,AZ
1349,10299,"3800 E Sky Harbor Blvd, Ste 4340","{u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}', u'Caters': u'False', u'HasTV': u'False', u'GoodForKids': u'True', u'NoiseLevel': u'u'average'', u'WiFi': u'u'free'', u'RestaurantsAttire': u'u'casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'False', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'2', u'RestaurantsDelivery': u'False', u'Ambience': u'{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}', u'RestaurantsTakeOut': u'True', u'RestaurantsGoodForGroups': u'True', u'Alcohol': u'u'none''}",tHaySMUc5u2a_71vfZG-0A,"Hot Dogs, Fast Food, Restaurants, Burgers",Phoenix,,0,33.4352284,-111.9978273,Burger King,85034.0,13,2.0,AZ
1415,10753,942 E Broadway Rd,"{u'Alcohol': u'u'none'', u'Caters': u'False', u'HasTV': u'False', u'GoodForKids': u'True', u'NoiseLevel': u'u'average'', u'WiFi': u'u'no'', u'RestaurantsAttire': u'u'casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'False', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'1', u'RestaurantsDelivery': u'False', u'Ambience': u'{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}', u'RestaurantsTakeOut': u'True', u'RestaurantsGoodForGroups': u'False', u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}'}",vY4MVT7UoQzlDHwhB8QlPA,"Restaurants, Fast Food, Burgers",Tempe,"{u'Monday': u'0:0-0:0', u'Tuesday': u'0:0-0:0', u'Friday': u'0:0-0:0', u'Wednesday': u'0:0-0:0', u'Thursday': u'0:0-0:0', u'Sunday': u'0:0-0:0', u'Saturday': u'0:0-0:0'}",1,33.4077394,-111.9248057,Jack in the Box,85282.0,15,2.5,AZ
1465,11137,2775 N 15th Ave,"{u'Alcohol': u''beer_and_wine'', u'Caters': u'False', u'HasTV': u'True', u'GoodForKids': u'False', u'NoiseLevel': u''average'', u'WiFi': u'u'free'', u'RestaurantsAttire': u''casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'True', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'1', u'BikeParking': u'False', u'RestaurantsDelivery': u'False', u'RestaurantsTakeOut': u'True', u'RestaurantsGoodForGroups': u'True', u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}'}",JzNkCTqm4ukh4djWRNd2rg,"Burgers, Restaurants, American (Traditional), Breakfast & Brunch",Phoenix,"{u'Monday': u'5:0-19:0', u'Tuesday': u'5:0-19:0', u'Friday': u'5:0-19:0', u'Wednesday': u'5:0-19:0', u'Thursday': u'5:0-19:0', u'Sunday': u'5:0-19:0', u'Saturday': u'5:0-19:0'}",0,33.4783704,-112.0910042,Mulligan's Restaurant,85007.0,6,3.5,AZ
1560,11926,4812 N 16th St,"{u'Alcohol': u'u'full_bar'', u'HasTV': u'True', u'NoiseLevel': u'u'average'', u'RestaurantsAttire': u'u'casual'', u'BusinessAcceptsCreditCards': u'True', u'Music': u'{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': True, 'live': False, 'video': False, 'karaoke': False}', u'Ambience': u'{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': True, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}', u'RestaurantsGoodForGroups': u'True', u'Caters': u'False', u'WiFi': u'u'free'', u'RestaurantsReservations': u'False', u'BikeParking': u'True', u'RestaurantsTakeOut': u'True', u'GoodForKids': u'False', u'GoodForDancing': u'False', u'OutdoorSeating': u'False', u'RestaurantsPriceRange2': u'1', u'RestaurantsDelivery': u'False', u'BestNights': u'{'monday': True, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': False}', u'GoodForMeal': u'{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}', u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}', u'DriveThru': u'False'}",dnBQZpWTyJzTe0QJf7YK5w,"Nightlife, Chicken Wings, Sports Bars, Bars, Burgers, Dive Bars, Restaurants",Phoenix,"{u'Monday': u'10:0-2:0', u'Tuesday': u'10:0-2:0', u'Friday': u'10:0-2:0', u'Wednesday': u'10:0-2:0', u'Thursday': u'10:0-2:0', u'Sunday': u'10:0-2:0', u'Saturday': u'10:0-2:0'}",1,33.5079824,-112.047963,Harvey's Wineburger,85016.0,279,4.0,AZ
